O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8417,"Identify defective sectionalizing devices, circuit breakers, fuses, voltage regulators, transformers, switches, relays, or wiring, using wiring diagrams and electrical-testing instruments.",Core,71.0,4.23,97.83,3.8206,99.99999999999999,4.138209000000001,1,4.A.1.b.2.g.8,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8424,Install watt-hour meters and connect service drops between power lines and consumers' facilities.,Core,69.0,4.2,100.0,4.1187000000000005,100.0,4.2,2,4.A.3.a.2.ah.7; 4.A.3.a.2.t.6,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8422,"Test conductors, according to electrical diagrams and specifications, to identify corresponding conductors and to prevent incorrect connections.",Core,69.0,4.14,86.9,3.6902000000000004,99.99999999999999,3.5976600000000003,1,4.A.1.b.2.l.9,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8415,Place insulating or fireproofing materials over conductors and joints.,Core,69.0,4.02,86.41,4.303330333033303,99.99,3.4736819999999993,1,4.A.3.a.2.a.2,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8429,"Splice or solder cables together or to overhead transmission lines, customer service lines, or street light lines, using hand tools, epoxies, or specialized equipment.",Core,69.0,4.02,97.36,4.259574042595741,100.00999999999999,3.9138719999999996,2,4.A.3.a.2.ah.7; 4.A.3.a.2.ai.3,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8428,Trim trees that could be hazardous to the functioning of cables or wires.,Core,69.0,3.85,100.0,3.381838183818381,99.99000000000001,3.85,1,4.A.3.a.2.l.3,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8432,Pull up cable by hand from large reels mounted on trucks.,Core,69.0,3.75,99.73,3.7683000000000004,100.0,3.739875,1,4.A.3.a.2.ah.4,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8433,"Lay underground cable directly in trenches, or string it through conduit running through the trenches.",Core,69.0,3.36,80.86,3.0735073507350736,99.99,2.7168959999999998,1,4.A.3.a.2.ah.4,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8434,"Cut trenches for laying underground cables, using trenchers and cable plows.",Core,71.0,3.29,77.81,2.894489448944894,99.99000000000001,2.559949,1,4.A.3.a.1.g.1,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8430,Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.,Core,69.0,3.16,72.22,3.1552000000000002,99.99999999999999,2.282152,1,4.A.3.a.2.l.3,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8431,"Clean, tin, and splice corresponding conductors by twisting ends together or by joining ends with metal clamps and soldering connections.",Supplemental,69.0,3.77,60.84,4.0034,100.0,2.2936680000000003,2,4.A.3.a.2.ah.7; 4.A.3.a.2.ai.3,08/2021,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11850,"Set up service for customers, installing, connecting, testing, or adjusting equipment.",Core,94.0,4.4,79.03,5.483951604839516,100.00999999999999,3.47732,3,4.A.1.b.2.l.1; 4.A.3.a.2.i.5; 4.A.3.a.2.t.3,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11846,"Travel to customers' premises to install, maintain, or repair audio and visual electronic reception equipment or accessories.",Core,94.0,4.3,78.43,5.6296,100.0,3.3724900000000004,1,4.A.3.a.4.a.5,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11849,"Measure signal strength at utility poles, using electronic test equipment.",Core,95.0,4.24,80.36,5.125587441255875,100.00999999999999,3.407264,1,4.A.1.b.2.l.6,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11847,"Inspect or test lines or cables, recording and analyzing test results, to assess transmission characteristics and locate faults or malfunctions.",Core,94.0,4.2,82.38,5.03059694030597,100.00999999999999,3.4599599999999997,2,4.A.1.b.2.g.5; 4.A.2.a.4.l.5,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11848,"Splice cables, using hand tools, epoxy, or mechanical equipment.",Core,94.0,4.19,79.45,4.9551,100.0,3.328955,1,4.A.3.a.2.ah.7,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11852,"Access specific areas to string lines, or install terminal boxes, auxiliary equipment, or appliances, using bucket trucks, climbing poles or ladders, or entering tunnels, trenches, or crawl spaces.",Core,95.0,4.07,93.28,5.141900000000001,100.0,3.7964960000000003,1,4.A.3.a.1.n.2,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11857,Clean or maintain tools or test equipment.,Core,95.0,3.94,100.0,4.33073307330733,99.99000000000001,3.94,2,4.A.3.a.1.c.16; 4.A.3.b.5.a.16,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11853,"String cables between structures and lines from poles, towers, or trenches, and pull lines to proper tension.",Core,94.0,3.94,71.32,4.5509,99.99999999999999,2.810008,1,4.A.3.a.2.ah.4,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",20806,Pull up cable by hand from large reels mounted on trucks.,Core,94.0,3.7,70.83,4.411941194119411,99.99000000000001,2.6207100000000003,1,4.A.3.a.2.ah.4,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11855,"Lay underground cable directly in trenches, or string it through conduits running through trenches.",Core,93.0,3.7,77.91,3.6327734453109377,100.02,2.88267,1,4.A.3.a.2.ah.4,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",20807,Pull cable through ducts by hand or with winches.,Core,95.0,3.45,88.54,3.8362,100.0,3.0546300000000004,1,4.A.3.a.2.ah.4,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11861,Dig trenches for underground wires or cables.,Core,95.0,3.34,77.23,3.5206999999999997,100.0,2.579482,1,4.A.3.a.1.g.1,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11858,"Explain cable service to subscribers after installation, and collect any installation fees due.",Supplemental,93.0,4.39,62.91,5.419200000000001,100.0,2.761749,2,4.A.4.a.1.a.2; 4.A.4.c.3.d.3,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11851,"Place insulation over conductors, or seal splices with moisture-proof covering.",Supplemental,94.0,4.0,66.0,3.788200000000001,99.99999999999999,2.64,1,4.A.3.a.2.a.2,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11859,Compute impedance of wires from poles to houses to determine additional resistance needed for reducing signals to desired levels.,Supplemental,94.0,3.91,52.48,4.583100000000001,100.0,2.051968,1,4.A.2.b.1.h.13,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11854,Install equipment such as amplifiers or repeaters to maintain the strength of communications transmissions.,Supplemental,94.0,3.74,56.7,3.3679,100.0,2.1205800000000004,1,4.A.3.a.2.t.3,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11860,"Use a variety of construction equipment to complete installations, such as digger derricks, trenchers, or cable plows.",Supplemental,93.0,3.45,60.15,3.5701429857014304,100.00999999999999,2.075175,1,4.A.3.a.1.j.6,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11863,"Fill and tamp holes, using cement, earth, and tamping devices.",Supplemental,93.0,3.33,64.04,3.6712000000000002,100.0,2.1325320000000003,1,4.A.3.a.1.g.8,07/2015,Incumbent
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",11862,"Dig holes for power poles, using power augers or shovels, set poles in place with cranes, and hoist poles upright, using winches.",Supplemental,94.0,2.81,34.03,2.7752000000000003,100.0,0.9562430000000001,2,4.A.3.a.1.g.1; 4.A.3.a.3.h.3,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8437,"Adjust cameras, photographic mechanisms, or equipment such as range and view finders, shutters, light meters, or lens systems, using hand tools.",Core,52.0,4.45,98.72,5.5356,100.0,4.39304,1,4.A.3.a.2.i.5,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8436,"Disassemble equipment to gain access to defect, using hand tools.",Core,52.0,4.4,97.5,5.905399999999999,100.0,4.290000000000001,1,4.A.3.a.2.s.2,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8440,"Test equipment performance, focus of lens system, diaphragm alignment, lens mounts, or film transport, using precision gauges.",Core,52.0,4.37,97.56,5.427842784278428,99.99,4.263372,1,4.A.1.b.2.l.5,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8438,"Clean and lubricate cameras and polish camera lenses, using cleaning materials and work aids.",Core,51.0,4.34,93.66,5.791020897910211,100.00999999999999,4.064844,2,4.A.3.a.1.c.16; 4.A.3.b.5.a.7,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8442,Requisition parts or materials.,Core,49.0,4.14,95.58,4.766676667666767,99.99000000000001,3.9570119999999998,1,4.A.4.c.3.e.1,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8435,"Calibrate and verify accuracy of light meters, shutter diaphragm operation, or lens carriers, using timing instruments.",Core,51.0,4.1,91.21,5.031303130313032,99.99,3.7396099999999994,1,4.A.3.a.2.i.6,07/2015,Incumbent
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",8441,"Examine cameras, equipment, processed film, or laboratory reports to diagnose malfunction, using work aids and specifications.",Core,50.0,4.05,84.47,4.9404,100.0,3.421035,1,4.A.1.b.2.g.20,07/2015,Incumbent
