O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
51-2023.00,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",0.4881459281435455,Mixed / Transitional,0.4906994606330803,0.34434611183984865,0.3128708663857862,0.5695909935129606
51-2031.00,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",0.40799938862563406,Physical / Field Protected,0.45208845560270783,0.3600157384691263,0.3846569881467253,0.7954496514225726
51-2041.00,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.",0.4071357248735211,Physical / Field Protected,0.48897237085444817,0.3665945881908332,0.46558425981498514,0.7614397997362116
51-2051.00,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",0.444159570061211,Mixed / Transitional,0.40390980228934154,0.4075297189662681,0.36295189644399767,0.6718493445667679
51-2061.00,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",0.47410132908604474,Mixed / Transitional,0.3863571349904813,0.3639316979396757,0.3053249313527409,0.5485585852332373
51-2092.00,Team Assemblers,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.",0.4287782355060217,Physical / Field Protected,0.4589227965838665,0.38890393496910036,0.3796889718927466,0.7530248176361336
51-3011.00,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",0.4613931713793337,Mixed / Transitional,0.3098999789745592,0.3716966290071597,0.3743337929927682,0.4616901294716158
51-3021.00,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",0.42403991440811495,Mixed / Transitional,0.4524149220556874,0.32428736578764567,0.4153216401971455,0.6652209900137276
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",0.4030688218826603,Physical / Field Protected,0.5078230373037088,0.3360152569441082,0.4775691707504455,0.7539938359667304
51-3023.00,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",0.3744241819704741,Mixed / Transitional,0.23671928748070878,0.20094454070696655,0.26408354400850537,0.6758835562972734
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",0.4714057868044914,Mixed / Transitional,0.5933626116171996,0.37394875009291334,0.4345084615918218,0.6471797529003256
51-3092.00,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,0.46411255925585,Physical / Field Protected,0.6862128175091863,0.3767638397651458,0.48654243597056296,0.7199839842803692
51-3093.00,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",0.47353232509814835,Physical / Field Protected,0.5871776277867649,0.3397472080173897,0.32171440704354964,0.7110811283680115
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",0.455761184572284,Physical / Field Protected,0.5489603134077949,0.41823707027872536,0.4075338464417706,0.7366187989556136
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",0.4232695099702355,Physical / Field Protected,0.5207912288154382,0.3733392427757919,0.4369343729770106,0.7641180587332776
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",0.46462227405420037,Physical / Field Protected,0.5941253202088813,0.46293885050504213,0.47800227699503584,0.7205727975020861
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",0.45208220328556015,Mixed / Transitional,0.4497309601760988,0.37396131670041877,0.33410656620796547,0.6812568975263116
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",0.5107998978356187,Mixed / Transitional,0.6803918455617012,0.38400213302694935,0.3605055767161765,0.6606888105299992
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",0.4599035109278161,Physical / Field Protected,0.5977014330196682,0.35386992136365814,0.39635409676126554,0.7156032139107964
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",0.4933431697335602,Mixed / Transitional,0.5927025272007701,0.3492618756381315,0.34336965720389906,0.6252220667007617
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",0.48618988277435815,Physical / Field Protected,0.6224617501462483,0.43204301569644843,0.3947644805259969,0.7149807542192672
51-4041.00,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",0.5056472772094267,Mixed / Transitional,0.5613098992638235,0.431939468934232,0.3477463404887167,0.6229139188716319
51-4051.00,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",0.43173619900743393,Physical / Field Protected,0.4848938644331069,0.3720740029963112,0.3788084338394552,0.7512146375602271
51-4052.00,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,0.4253917356379088,Physical / Field Protected,0.4656695315617612,0.3024015061002593,0.3209656170075082,0.7455384781028773
51-4061.00,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",0.5100744000364417,Mixed / Transitional,0.4409685719720862,0.44358579930918224,0.28591042783384113,0.5583463433016607
51-4062.00,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",0.5103896658000684,Mixed / Transitional,0.46507059255985445,0.4108495132003928,0.31309014434458254,0.5212712982153913
51-4071.00,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,0.3711224251698369,Physical / Field Protected,0.3675450866977614,0.2817806690340121,0.3087016306762316,0.8561344243761944
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",0.41962808060900897,Physical / Field Protected,0.4179750355072495,0.37859630657423093,0.3938221215807895,0.724236898064655
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",0.48524456142381495,Physical / Field Protected,0.715944507139353,0.4472674391493984,0.4463494713668221,0.7758842292266694
